session.ID	Message.ID	Message.Timestamp	Message.From	Message.Text	Dialog-Acts									
2441	2	2016-04-04T23:19:16.538Z	agent	Batman v Superman is playing at 2:30pm tomorrow at Century Riverpark 16. Would you like to go see that?	inform(moviename=Batman v Superman;starttime=2:30pm;date=tomorrow;theater=Century Riverpark 16)	confirm_question()								
2441	3	2016-04-04T23:28:09.111Z	user	yes	confirm_answer()									
2441	4	2016-04-04T23:30:56.947Z	agent	I have successfully purchased 2 tickets to the 2:30 show! Enjoy!	inform(taskcomplete;numberofpeople=2;starttime=2:30)	closing(closing=enjoy)								
2441	5	2016-04-04T23:44:55.533Z	user	awesome thanks	thanks()									
2442	1	2016-04-04T22:00:47.445Z	user	Hi - Can you book me a movie for 2 for tomorrow afternoon on an action movie!  I am located in oxnard, ca	greeting(greeting=Hi)	request(ticket;numberofpeople=2;date=tomorrow afternoon;genre=action)	inform(city=oxnard;state=ca)							
2442	2	2016-04-04T23:34:31.893Z	agent	Batman v Superman is showing at 1:10pm tomorrow at Century Riverpark 16. Would you like to go to that showtime or should I present more options?	inform(moviename=Batman v Superman;starttime=1:10pm;date=tomorrow;theater=Century Riverpark 16)	confirm_question()								
2442	3	2016-04-04T23:44:19.265Z	user	yes that works for me	confirm_answer()									
2442	4	2016-04-04T23:47:17.823Z	agent	I have successfully purchased 2 tickets to the 1:!0 show! Enjoy!	inform(taskcomplete;numberofpeople=2;starttime=1:10)	closing(closing=Enjoy)								
2443	1	2016-04-04T22:12:03.780Z	user	Hi - Can you book me a movie for 2 for tomorrow afternoon on an action movie!  I am located in oxnard, ca	greeting(greeting=Hi)	request(ticket;numberofpeople=2;date=tomorrow afternoon;genre=action)	inform(city=oxnard;state=ca)							
2443	2	2016-04-04T23:21:27.450Z	agent	There is a 3:10 showing of Batman v Superman in 3D at Century Riverpark 16. Would you like to go see that?	inform(starttime=3:10;moviename=Batman v Superman;video_format=3D;theater=Century Riverpark 16)	confirm_question()								
2443	3	2016-04-04T23:27:36.428Z	user	yes	confirm_answer()									
2443	4	2016-04-04T23:27:56.436Z	agent	I have successfully purchased 2 tickets to the 3:10 show! Enjoy!	inform(taskcomplete;numberofpeople=2;starttime=3:10)	closing(closing=Enjoy)								
2444	1	2016-04-02T07:00:02.601Z	user	Thought an agent for one hour late. Then the agent stopped responding entirely. I waited three hours	inform(other=Thought an agent for one hour late. Then the agent stopped responding entirely. I waited three hours)									
2445	1	2016-04-01T18:27:45.794Z	user	Good afternoon.  I am need a ride desperately to my Daughter's recital tonight at 8 PM.  Are there any rides available from Mansfield High School to Boles Junior High in Arlington?	greeting()	request(other;date=tonight;starttime=8 PM;city=Arlington)								
2445	2	2016-04-01T18:54:16.174Z	agent	This is a movie ticketing purchasing service. Would you like to purchase some movie tickets?	Deny()	request(ticket)								
2446	1	2016-04-04T16:30:24.741Z	user	Would there happen to be a showing of deadpool available this evening in Lansing Michigan?	request(ticket;moviename=deadpool;date=this evening;city=Lansing;state=Michiga)									
2446	2	2016-04-04T18:09:23.771Z	agent	Sorry you had to wait so long for someone to help you! Yes, Deadpool is playing tonight in two theaters. NCG, EASTWOOD CINEMA, 2500 Showtime Drive, Lansing, MI 48912 or  REGAL LANSING MALL STADIUM 12 & RPX, 5330 W. Saginaw Hwy, Lansing, MI 48917. Would you like me to see what times are available at either of these?	inform(other=Sorry you had to wait so long for someone to help you)	inform(moviename=Deadpool;mc_list={theater=NCG||other=EASTWOOD CINEMA, 2500 Showtime Drive||city=Lansing;state=Michiga||zip=48912}#{theater=REGAL LANSING MALL STADIUM 12 & RPX, 5330 W. Saginaw Hwy||city=Lansing||state=Michiga||zip=48917})	multiple_choice(mc_list)							
2446	3	2016-04-04T18:13:33.060Z	user	Lets go with ncg- anything around 7?	inform(starttime=around 7;theater=ncg)									
2446	4	2016-04-04T18:15:46.509Z	agent	Great! They do have a showing at 6:55 pm.	inform(starttime=6:55 pm)									
2446	5	2016-04-04T18:19:33.638Z	user	That's perfect! Can you please book 2 tickets?	confirm_answer()	request(ticket;numberofpeople=2)								
2446	6	2016-04-04T18:23:13.593Z	agent	You are all set! I've reserved two tickets to Deadpool for tonight at 6:55pm at the NCG. I'm glad I could help you and hope you have a great evening!	inform(taskcomplete;starttime=6:55 pm;theater=ncg;numberofpeople=2;moviename=Deadpool)	closing()								
2446	7	2016-04-04T18:23:59.207Z	user	thanks you also	thanks(closing=thanks you also)									
2447	1	2016-04-04T16:27:00.682Z	user	Can i see the top rated drama tomorrow	request(moviename;description=top rated;genre=drama;date=tomorrow)									
2447	2	2016-04-04T18:37:47.820Z	agent	Eye In The Sky is currently the top rated drama with a 93% on rotten tomatoes but is not showing in all theaters. If you give me your location I'll try to a find a showtime near you.	inform(moviename=Eye In The Sky;description=top rated;critic_rating=93%;genre=drama;other=not showing in all theaters)	request(city;distanceconstraints=near you)								
2447	3	2016-04-04T18:42:58.133Z	user	NYC	inform(city=NYC)									
2447	4	2016-04-04T18:44:38.959Z	agent	Regal Battery Park Stadium 11 has the following showtimes available tomorrow: 12:05pm, 2:35, 5:05, 7:55, 10:30. Do any of those showtimes work for you?	inform(theater=Regal Battery Park Stadium 11;starttime={12:05pm#2:35#5:05#7:55#10:30})	multiple_choice(starttime)								
2447	5	2016-04-04T18:45:50.049Z	user	755 will work	inform(starttime=7:55)									
2447	6	2016-04-04T18:47:31.826Z	agent	How many tickets would you like?	request(numberofpeople)									
2447	7	2016-04-04T18:50:09.877Z	user	2	inform(numberofpeople=2)									
2447	8	2016-04-04T18:59:56.589Z	agent	I have successfully purchased 2 tickets to the 7:55 show! Enjoy!	inform(taskcomplete;numberofpeople=2;starttime=7:55)	closing(closing=enjoy)								
2447	9	2016-04-04T20:09:44.413Z	user	thanks	thanks()									
2448	1	2016-04-04T19:48:31.755Z	user	I'd like to purchase 2 tickets to see Star Wars Wednesday in Philadelphia.	request(ticket;numberofpeople=2;moviename=Star Wars;date=Wednesday;city=Philadelphia)									
2448	2	2016-04-04T21:26:31.786Z	agent	There's a 3:50 and 9pm showing available at Regal Plymouth Meeting 10. Which showtime do you prefer?	inform(starttime={3:50#9pm};theater=Regal Plymouth Meeting 10)	multiple_choice(starttime)								
2448	3	2016-04-04T21:32:36.888Z	user	9pm please.	inform(starttime=9pm)									
2448	4	2016-04-04T21:37:03.224Z	agent	I have successfully purchased 2 tickets to the 9pm show! Enjoy!	inform(taskcomplete;numberofpeople=2;starttime=9pm)	closing()								
2449	1	2016-03-31T10:20:22.207Z	user	I would like to watch a comedy tonight.	request(moviename;genre=comedy;date=tonight)									
2449	2	2016-03-31T11:46:54.831Z	agent	What theater do you want to go to? If you're not sure, give your location and I will find a theater near you.	request(theater)	request(city;state;zip)								
2449	3	2016-03-31T18:45:44.433Z	user	92111	inform(zip=92111)									
2450	1	2016-04-04T21:22:06.448Z	user	romantic comedies playing this weekend	request(moviename;genre=romantic comedy;date=this weekend)									
2450	2	2016-04-04T23:21:10.261Z	agent	You can try MY BIG FAT GREEK WEDDING 2 or THE PERFECT MATCH .	inform(moviename={MY BIG FAT GREEK WEDDING 2#THE PERFECT MATCH})									
2450	3	2016-04-04T23:31:41.762Z	user	Can I get 2 tickets for mbfgw2	request(ticket;moviename=MY BIG FAT GREEK WEDDING 2;numberofpeople=2)									
2450	4	2016-04-04T23:46:00.670Z	agent	Could you tell me where you want to see the movie?	request(city;state)									
2450	5	2016-04-05T00:08:29.439Z	user	You mean you aren't psychic? :( Seattle, WA	inform(city=Seattle;state=WA)									
2450	6	2016-04-05T00:12:20.806Z	agent	I wish I were. And I wish I couldn't have known that the latest show times available are on Thursday. There are no weekend show for MY BIG FAT GREEK WEDDING 2.  Let me see if I can sense if you have a different movie in mind ..... ah! It must be 'The Perfect Match'!	inform(result={};moviename=MY BIG FAT GREEK WEDDING 2;date=weekend;other=the latest show times available are on Thursday)	inform(moviename=The Perfect Match)								
2450	7	2016-04-05T00:12:40.562Z	agent	I meant, I could've known	inform(other=I meant, I could've known)									
2450	8	2016-04-05T00:13:44.735Z	agent	Just checked. No weekend show for 'The Perfect Match'. Do you want to go at different time?	inform(result={};date=weekend;moviename=The Perfect Match)	request(date)								
2450	9	2016-04-05T00:14:33.241Z	user	You're awesome. I hope you do become a psychic one day and do great things. How about Thursday? evening show would be fine, the earliest show	inform(date=Thursday)	inform(starttime=the earliest show;other=evening show would be fine)								
2450	10	2016-04-05T00:15:20.203Z	agent	MY BIG FAT GREEK WEDDING 2 or THE PERFECT MATCH?	multiple_choice(moviename={MY BIG FAT GREEK WEDDING 2#THE PERFECT MATCH})									
2450	11	2016-04-05T00:16:25.385Z	user	Oh. Sorry. Perfect Match, like you and me.	inform(moviename=Perfect Match)									
2450	12	2016-04-05T00:18:10.106Z	agent	Thank you  :)  The earliest show is 4:30pm at REGAL PARKWAY PLAZA STADIUM 12. And the total price is $27.04 for 2 tickets. Would you like to proceed with the purchase?	thanks(closing=Thank you)	inform(starttime=4:30pm;theater=REGAL PARKWAY PLAZA STADIUM 12;price=$27.04;numberofpeople=2)	confirm_question()							
2450	13	2016-04-05T00:23:46.931Z	user	Yes, please!	confirm_answer()									
2450	14	2016-04-05T00:34:04.504Z	agent	2 tickets have been successfully purchased. Enjoy your show!	inform(taskcomplete;numberofpeople=2)	closing(closing=enjoy the show)								
2451	1	2016-04-04T22:10:21.507Z	user	Hi can you book a movie for me tomorrow night in oxnard, ca	request(ticket;date=tomorrow night;city=oxnard;state=ca)									
2451	2	2016-04-04T22:41:03.141Z	agent	Sure. What would you like to see?	request(genre)									
2451	3	2016-04-04T22:55:28.466Z	user	action	inform(genre=action)									
2451	4	2016-04-04T23:19:36.415Z	agent	Batman v Superman is showing at 9:!0 at Century Riverpark 16. Would you like to try that?	inform(moviename=Batman v Superman;starttime=9:10;theater=Century Riverpark 16)	confirm_question()								
2451	5	2016-04-04T23:28:23.521Z	user	yes	confirm_answer()									
2451	6	2016-04-04T23:31:16.647Z	agent	How many tickets would you like?	request(numberofpeople)									
2451	7	2016-04-04T23:45:27.196Z	user	2	inform(numberofpeople=2)									
2451	8	2016-04-04T23:45:55.499Z	agent	I have successfully purchased 2 tickets to the 9:10 show! Enjoy!	inform(taskcomplete;numberofpeople=2;starttime=9:10)	closing(closing=Enjoy)								
2452	1	2016-04-05T01:27:15.013Z	user	I would like 3 tickets to see Meet The Blacks tomorrow night in Philadelphia.	request(ticket;numberofpeople=3;moviename=Meet The Blacks;date=tomorrow night;city=Philadelphia)									
2452	2	2016-04-05T03:04:35.109Z	agent	Sure! How about a 730 or 1010pm at The Pearl Theater at Avenue North?	multiple_choice(starttime={730#1010pm};theater=The Pearl Theater;other=Avenue North)									
2452	3	2016-04-05T03:07:21.923Z	user	730 works.	inform(starttime=730)									
2452	4	2016-04-05T03:08:58.507Z	agent	Great! You've got 3 tickets to the 730pm showing. Enjoy the movie!	inform(taskcomplete;numberofpeople=3;starttime=730pm)	closing(closing=enjoy the movie)								
2453	1	2016-04-04T21:22:54.020Z	user	any good horror movies playing in nashua nh	request(moviename;genre=horror;city=nashua;state=nh)									
2453	2	2016-04-04T22:09:53.426Z	agent	Yes, The Witch is playing tonight at 10:15pm at AMC Methuen 20 and received a 90% on Rotten Tomatoes.	inform(moviename=The Witch;date=tonight;starttime=10:15pm;theater=AMC Methuen 20;critic_rating=90%)									
2453	3	2016-04-04T22:17:16.498Z	user	Can you give me a synopsis of that movie	request(description)									
2453	4	2016-04-04T22:22:29.561Z	agent	Absolutely. In 1630 New England, panic and despair envelops a farmer (Ralph Ineson), his wife (Kate Dickie) and four of their children when youngest son Samuel suddenly vanishes. The family blames Thomasin (Anya Taylor-Joy), the oldest daughter who was watching the boy at the time of his disappearance. With suspicion and paranoia mounting, twin siblings Mercy (Ellie Grainger) and Jonas (Lucas Dawson) suspect Thomasin of witchcraft, testing the clan's faith, loyalty and love to one another.	inform(actor={Ralph Ineson#Lucas Dawson};actress={Kate Dickie#Anya Taylor-Joy#Ellie Grainger})									
2453	5	2016-04-04T22:29:08.842Z	user	That sounds really interesting! Can I get 5 tickets for the show tonight	request(ticket;numberofpeople=5;date=tonight)									
2453	6	2016-04-04T22:36:47.388Z	agent	I have successfully purchased 5 tickets to the 10:15 show! Enjoy!	inform(taskcomplete;numberofpeople=5;starttime=10:15)	closing()								
2454	1	2016-04-04T18:44:35.625Z	user	Are any kid friendly movies currently in theaters?	request(moviename;description=kid friendly)									
2454	2	2016-04-04T19:04:18.934Z	agent	Zootopia is currently the most kids movie in theaters. Would you like to go see it?	inform(moviename=Zootopia;description=the most kids)	confirm_question()								
2454	3	2016-04-04T19:24:15.233Z	user	Yes, I think that would work. Can you check for showtimes tomorrow near Palisades Park nj?	confirm_answer()	request(starttime;date=tomorrow;distanceconstraints=near Palisades Park nj)								
2454	4	2016-04-04T19:29:14.731Z	agent	There is a 12:55, 6:30, and 9:15 showing available in Standard format, and a 10:15am and 4pm showing available in 3D at AMC Starplex Ridgefield Park 12. Which do you prefer?	inform(mc_list={starttime={12:55#6:30#9:15}||video_format=standard}#{starttime={10:15am#4pm}||video_format=3D};theater=AMC Starplex Ridgefield Park 12)	multiple_choice(mc_list)								
2454	5	2016-04-04T19:32:24.428Z	user	the 4pm showing would be best I think. Could you purchase me 5 tickets for that showing?	inform(starttime=4pm)	request(ticket;numberofpeople=5)								
2454	6	2016-04-04T19:36:24.560Z	agent	Absolutely! I have successfully purchased 5 tickets to the 4pm show. Enjoy!	inform(taskcomplete;numberofpeople=5;starttime=4pm)	closing(closing=Enjoy)								
2454	7	2016-04-04T19:40:11.316Z	user	Great, than you!	thanks(closing=Great, thank you)									
2455	1	2016-04-04T18:40:42.095Z	user	can you find me batman vs superman in an imax theater near Paramus NJ	request(ticket;city=Paramus;state=NJ;moviename=batman vs superman;other=imax)									
2455	2	2016-04-04T19:34:43.717Z	agent	Yes, AMC Garden State 16 has IMAX 3D showings available today at 3:30, 7:00, and 10:30. When would you like to go?	inform(theater=AMC Garden State 16;video_format=IMAX 3D;date=today;starttime={3:30#7:00#10:30})	multiple_choice(starttime)								
2455	3	2016-04-04T19:45:36.365Z	user	I would like 3 tickets for the 10:30 showing please	request(ticket;starttime=10:30;numberofpeople=3)									
2455	4	2016-04-04T19:52:26.785Z	agent	I have successfully purchased 3 tickets to the 10:30 show! Enjoy!	inform(taskcomplete;starttime=10:30;numberofpeople=3)	closing(closing= Enjoy)								
2455	5	2016-04-04T19:53:35.439Z	user	Thanks!!!	thanks()									
2456	1	2016-04-04T16:31:10.167Z	user	Would there be 4 tickets available for zootopia available tomorrow at noon? I would need 3 childrens and one adult in Lansing.	request(ticket;numberofpeople=1;numberofkids=3;moviename=zootopia;date=tomorrow;starttime=noon)									
2456	2	2016-04-04T19:07:10.258Z	agent	Yes, NCG - Eastwood Cinemas has an 11:55am showing tomorrow. All matinee tickets are 5.00 each so your total Including the Fandango convenience fee will be 25.40. Should I go ahead and purchase your tickets?	inform(theater=Eastwood Cinemas;starttime=11:55am;date=tomorrow;price=25.4)	confirm_question()								
2456	3	2016-04-04T19:07:58.807Z	user	That's a great deal I would love it.	confirm_answer()									
2456	4	2016-04-04T19:09:54.802Z	agent	Perfect! I have successfully purchased 4 tickets to the 11:55am show. Enjoy!	inform(taskcomplete;numberofpeople=4;starttime=11:55am)	closing(closing=enjoy)								
2456	5	2016-04-04T19:11:38.051Z	user	ty	thanks()									
2457	1	2016-04-05T22:58:42.692Z	user	Hi, I would like to purchase tickets to see Miracles from Heaven for 1 people at the AMC Arbor Lakes 16 Maple Grove, MN 55311.	greeting(greeting=Hi)	request(ticket;moviename=Miracles from Heaven;numberofpeople=1;theater=AMC Arbor Lakes 16;city=Maple Grove;state=MN;zip=55311)								
2457	2	2016-04-05T23:07:33.788Z	agent	What date and time would you like to go?	request(date;starttime)									
2457	3	2016-04-05T23:08:37.450Z	user	Tomorrow first showing please	inform(date=tomorrow;starttime=first showing)									
2457	4	2016-04-05T23:09:28.857Z	agent	The earliest show is at 1:45pm. Does that work for you?	inform(starttime=1:45pm;starttime=the earliest show)	confirm_question()								
2457	5	2016-04-05T23:10:18.028Z	user	Yes, that would be perfect	confirm_answer()									
2457	6	2016-04-05T23:11:13.542Z	agent	Total price is $6.70 for 1 adult ticket. Would you like to proceed with the purchase?	inform(price=$6.70;numberofpeople=1)	confirm_question()								
2457	7	2016-04-05T23:11:21.001Z	user	yes please	confirm_answer()									
2457	8	2016-04-05T23:13:34.008Z	agent	Great! 1 ticket has been successfully purchased. Enjoy your show!	inform(taskcomplete;numberofpeople=1)	closing(closing=Enjoy your show)								
2457	9	2016-04-05T23:14:04.365Z	user	Awesome. thank you very much!	thanks(closing=thank you very much)									
2458	1	2016-04-05T23:22:34.995Z	user	Hi! I want to take my kids to see Zootopia. Crystal Lake, IL Regal Cinema tomorrow evening around 1pm in standard 2D format.	greeting(greeting=Hi)	request(ticket;theater=Crystal Lake, IL Regal Cinema;moviename=Zootopia;date=tomorrow evening;starttime=around 1pm;video_format=standard 2D)								
2458	2	2016-04-05T23:43:23.049Z	agent	The earliest showing tomorrow is at 2:10pm. Is that acceptable? How many tickets would you like? Both Child and Adult tickets are only 7.59 for this showing.	inform(date=tomorrow;starttime=2:10pm)	confirm_question()	request(numberofpeople;other=Both Child and Adult tickets are only 7.59 for this showing)							
2458	3	2016-04-05T23:45:41.738Z	user	3 tickets 1 child 2 adult	inform(numberofpeople=2;numberofkids=1)									
2458	4	2016-04-05T23:48:18.921Z	agent	I have successfully purchased 3 tickets to the 2:10 show! Enjoy!	inform(taskcomplete;numberofpeople=1;numberofkids=2;starttime=2:10)	closing(closing= Enjoy)								
2459	1	2016-04-05T23:13:16.987Z	user	Hello. Can you please buy 3 tickets for Batman vs Superman at Cinebistro in Tampa? Thank you	greeting(greeting=Hello)	request(ticket;city=Tampa;theater=Cinebistro;moviename=Batman vs Superman;numberofpeople=3)	thanks()							
2459	2	2016-04-05T23:44:31.279Z	agent	What day would you like to go?	request(date;starttime)									
2459	3	2016-04-05T23:45:06.283Z	user	Tomorrow night at 9	inform(date=Tomorrow night;starttime=9)									
2459	4	2016-04-05T23:49:51.816Z	agent	The latest showing is at 8pm. Is that acceptable?	inform(starttime=8pm)	confirm_question()								
2459	5	2016-04-05T23:50:10.122Z	user	sure	confirm_answer()									
2459	6	2016-04-05T23:50:22.507Z	agent	I have successfully purchased 3 tickets to the 8pm show! Enjoy!	inform(taskcomplete;numberofpeople=3;starttime=8pm)									
2459	7	2016-04-05T23:50:37.950Z	user	Great! Thank you so much	thanks()									
2460	1	2016-04-05T22:18:42.189Z	user	Can I get tickets for 10 Cloverfield Lane at 9pm tomorrow in Dallas	request(ticket;moviename=10 Cloverfield Lane;starttime=9pm;date=tomorrow;city=Dallas)									
2460	2	2016-04-05T22:47:59.859Z	agent	There is a 7:15pm and 10:15pm showing available at Alamo Drafthouse Cinema - Dallas. Are either of those showtimes acceptable?	inform(starttime={7:15pm#10:15pm};theater=Alamo Drafthouse Cinema;city=Dallas)	multiple_choice(starttime)								
2460	3	2016-04-06T00:18:56.707Z	user	10:15pm at the Alamo Drafthouse Cinema works great.	inform(starttime=10:15pm;theater=Alamo Drafthouse Cinema)									
2460	4	2016-04-06T00:20:13.684Z	agent	How many tickets would you like?	request(numberofpeople)									
2460	5	2016-04-06T00:23:02.374Z	user	3	inform(numberofpeople=3)									
2460	6	2016-04-06T00:23:49.595Z	agent	I have successfully purchased 3 tickets to the 10:15 show! Enjoy!	inform(numberofpeople=3;starttime=10:15pm)	closing(closing=enjoy)								
2461	1	2016-04-05T23:19:15.834Z	user	Hi, is 10 Cloverfield lane playing in Hamilton, NJ on Friday?	greeting()	confirm_question(moviename=10 Cloverfield lane;city=Hamilton;state=NJ;date=Friday)								
2461	2	2016-04-05T23:55:08.825Z	agent	Unfortunately most theaters do not have showtimes available yet for Friday so the closest I could find is at AMC PHiladelphia Mills 14 at 9:50am, 12:20pm, 2:50, 5:30, 8:05, and 10:40. It is showing at the AMC Hamilton 24 tonight at 8pm and 10:45pm.	inform(result={};date=Friday)	inform(mc_list={theater=AMC Philadephia Mills 14||date=Friday||starttime={9:50am#12:20pm#2:50#5:30#8:05#10:40}}#{theater=AMC Hamilton 24||date=tonight||starttime={8pm#10:45pm}})								
2461	3	2016-04-06T00:27:09.039Z	user	Can you buy 3 tickets for 10:40 on Friday at Philadelphia Mills?	request(ticket;starttime=10:40;date=Friday;numberofpeople=3;theater=Philadelphia Mills)									
2461	4	2016-04-06T00:30:02.169Z	agent	I can! I have successfully purchased 3 tickets to the 10:40 show. Enjoy!	confirm_answer()	inform(taskcomplete;numberofpeople=3;starttime=10:40;closing=enjoy)								
2462	1	2016-04-06T02:05:56.548Z	user	Please buy 2 tickets to a showing of Star Wars Thursday in Philadelphia.	request(ticket;numberofpeople=2;moviename=Star Wars;date=Thursday;city=Philadelphia)									
2462	2	2016-04-06T02:16:16.115Z	agent	What time would you like to go?	request(starttime)									
2462	3	2016-04-06T02:17:49.499Z	user	Send me showtimes please.	request(starttime)									
2462	4	2016-04-06T02:19:27.650Z	agent	Sure! Here are the options: 1/ 3:50pm 9:00pm at REGAL PLYMOUTH MEETING 10; 2/ 1:50pm 4:45pm 7:35pm 10:25pm at REGAL CROSS KEYS STADIUM 12; 3/ 11:55am 2:55pm at REGAL WARRINGTON CROSSING STADIUM 22 & IMAX. Which one do you prefer?	inform(mc_list={starttime={3:50pm#9:00pm}||theater=REGAL PLYMOUTH MEETING 10}#{starttime={1:50pm#4:45pm#7:35pm#10:25pm}||theater=REGAL CROSS KEYS STADIUM 12}#{starttime={11:55am#2:55pm}||theater=1:50pm 4:45pm 7:35pm 10:25pm})	multiple_choice(mc_list)								
2462	5	2016-04-06T02:20:20.246Z	user	9:00pm at Regal Plymouth Meeting will work.	inform(starttime=9:00pm;theater=Regal Plymouth Meeting)									
2462	6	2016-04-06T02:24:07.312Z	agent	Total price is $27.20 for 2 tickets. Would you like to proceed with the purchase?	inform(price=$27.20;numberofpeople=2)	confirm_question()								
2462	7	2016-04-06T02:25:26.778Z	user	Yes	confirm_answer()									
2462	8	2016-04-06T02:26:38.905Z	agent	2 tickets have been successfully purchased. Enjoy your show!	inform(taskcomplete;numberofpeople=2)	closing(closing=Enjoy your show)								
2463	1	2016-04-06T02:04:12.486Z	user	Please buy 2 tickets to a showing of The Witch tomorrow in Philadelphia.	request(ticket;numberofpeople=2;moviename=The Witch;date=tomorrow;city=Philadelphia)									
2463	2	2016-04-06T02:17:05.540Z	agent	I've found 11:50am and 10:40pm at UA RIVERVIEW PLAZA STADIUM 17 RPX & IMAX. Which one do you prefer?	inform(starttime={11:50am#10:40pm};theater=UA RIVERVIEW PLAZA STADIUM 17 RPX & IMAX)	multiple_choice(starttime)								
2463	3	2016-04-06T02:19:28.170Z	user	10:40pm please.	inform(starttime=10:14pm)									
2463	4	2016-04-06T02:22:26.112Z	agent	Total price is $28.08 for 2 tickets. Would you like to proceed with the purchase?	inform(price=$28.08;numberofpeople=2)	confirm_question()								
2463	5	2016-04-06T02:22:38.793Z	user	yes	confirm_answer()									
2463	6	2016-04-06T02:23:27.179Z	agent	Great! 2 tickets have been successfully purchased. Enjoy your movie!	inform(taskcomplete;numberofpeople=2)	closing(closing=enjoy your movie)								
2464	1	2016-04-06T01:41:53.431Z	user	Hi can you recommend a drama movie	request(moviename;genre=drama)									
2464	2	2016-04-06T02:11:44.923Z	agent	Sure! How about Miracles from Heaven? If you tell me a location, I can tell you where it's showing. Otherwise, I'd be happy to look for another movie!	confirm_question(moviename=Miracles from Heaven)	request(zip)								
2464	3	2016-04-06T02:19:26.419Z	user	My ZIP Code is 94145	inform(zip=94145)									
2464	4	2016-04-06T02:22:41.481Z	agent	Sure! It's showing tonight at 730 and 10pm at Regal Jack London, or I can certainly search for another day. What would you prefer?	inform(starttime={7:30#10pm};theater=Regal Jack London)	request(date;starttime)								
2464	5	2016-04-06T02:23:28.817Z	user	Tonight at 10 PM for two people please	inform(date=tonight;starttime=10 PM;numberofpeople=2)									
2464	6	2016-04-06T02:26:18.999Z	agent	Great! You're all set with 2 tickets. Enjoy the movie!	inform(taskcomplete;numberofpeople=2)	closing(closing=Enjoy the movie)								
2464	7	2016-04-06T02:27:14.874Z	user	Thanks for your great service goodbye	thanks(closing=Thanks for your great service goodbye)									
2465	1	2016-04-06T01:16:25.658Z	user	Hi, I would like to get 4 tickets to MEET THE BLACKS AMC CORAL RIDGE 10 3401 N.E. 26th Ave., Fort Lauderdale, FL 33306 for tomorrow night	greeting(greeting=Hi)	request(ticket;numberofpeople=4;moviename=MEET THE BLACKS;theater=AMC CORAL RIDGE 10;other=401 N.E. 26th Ave;city=Fort Lauderdale;state=FL;zip=33306;date=tomorrow night)								
2465	2	2016-04-06T02:46:31.105Z	agent	Sure! It's showing at 615 and 9pm. Would either of those work for you?	inform(starttime={6:15#9pm})	multiple_choice(starttime)								
2465	3	2016-04-06T02:46:51.511Z	user	Yes, the 9pm would be great.	inform(starttime=9pm)									
2465	4	2016-04-06T02:49:30.096Z	agent	Great! I booked you 4 tickets to the 9pm showing. Thanks for using our service!	inform(taskcomplete;numberofpeople=4;starttime=9pm)	thanks(closing=Thanks for using our service)								
2465	5	2016-04-06T02:52:09.108Z	user	Thank you very much!	thanks(closing=Thank you very much)									
2466	1	2016-04-06T02:09:10.584Z	user	I need two tickets to see Eye In The Sky in Philadelphia tomorrow.	request(ticket;numberofpeople=2;moviename=Eye In The Sky;city=Philadelphia;date=tomorrow)									
2466	2	2016-04-06T02:25:02.769Z	agent	Is there a specific theater you want to go to?	request(theater)									
2466	3	2016-04-06T02:25:18.821Z	agent	What time please?	request(starttime)									
2466	4	2016-04-06T02:26:21.544Z	user	Any theater. Around the afternoon.	inform(theater=any;starttime=Around the afternoon)									
2466	5	2016-04-06T02:31:19.897Z	agent	Sorry, this movie does not appear to be showing in the area, anything else you would like to see?	inform(result={})	request(moviename)								
2466	6	2016-04-06T02:31:55.328Z	user	Yes, Batman v Superman	inform(moviename=Batman v Superman)									
2466	7	2016-04-06T02:34:12.203Z	agent	Do you want to watch it in 2D or 3D?	multiple_choice(video_format={2D#3D})									
2466	8	2016-04-06T02:34:23.587Z	user	2D	inform(video_format=2D)									
2466	9	2016-04-06T02:46:14.221Z	agent	I have purchased 2 tickets to the 330 showing of batman v superman at the UA Riverview Plaza Stadium 17 RPX & IMAX	inform(taskcomplete;numberofpeople=2;starttime=3:30;moviename= Batman v Superman;theater=the UA Riverview Plaza Stadium 17 RPX & IMAX)									
2466	10	2016-04-06T02:48:53.313Z	agent	Is there anything else I can help you with	confirm_question()									
2467	1	2016-04-04T21:25:56.740Z	user	Can you give me the rating for Batman V Superman?	request(critic_rating;moviename=Batman V Superman)									
2467	2	2016-04-05T01:17:35.568Z	agent	It's getting 4/5 star rating. Do you want to watch it?	inform(critic_rating=4/5 star rating)	confirm_question()								
2467	3	2016-04-05T02:43:50.112Z	user	Yes. Is it showing tomorrow around 3PM in Pensacola?	confirm_answer()	request(ticket;date=tomorrow;starttime=around 3PM;city=Pensacola)								
2467	4	2016-04-05T03:00:28.634Z	agent	What state are you in?	request(state)									
2467	5	2016-04-05T03:03:28.769Z	user	Florida	inform(state=Florida)									
2467	6	2016-04-05T03:06:25.859Z	agent	3D, IMAX, IMAX 3D, or standard format?	multiple_choice(video_format={3D#IMAX#IMAX 3D# standard})									
2467	7	2016-04-05T03:11:49.226Z	user	3d	inform(video_format=3D)									
2467	8	2016-04-05T03:24:02.285Z	agent	There is a 3:10pm at CARMIKE BAYOU 15 + IMAX, Would that work for you?	inform(starttime=3:10pm;theater=CARMIKE BAYOU 15 + IMAX)	confirm_question()								
2467	9	2016-04-05T03:24:51.071Z	user	yes. 3 tickets please	confirm_answer()	inform(numberofpeople=3)								
